"name","lat","lon","value"
"Chikka Byalakere,CHIKKA BYLAKERE,BESIDE OPEN AREA",13.1197674298,77.5214860712,0.45
"Dodda Byaladakere,DODDABYALA KERE,BESIDE ANJANEYA TEMPLE",13.112617156,77.5250068605,0.45
"Meda Agrahara Cross,MEDA AGRAHARA,BESIDE BISMILLA PROVISION STORES",13.1013250263,77.5306635038,0.45
"Lakshmipura Cross,LAKSHMIPURA,BESIDE MAHALAKSHMI ELECTRICALS",13.0921578064,77.5340381857,0.45
"Kanksha nagar ,KANSHIRAM NAGARA CROSS,BESIDE OPEN AREA",13.090658641,77.5389485408,0.45
"Nethravathi,BEST COLONY,BESIDE RESIDENTIAL AREA",13.0899003775,77.5424607328,0.45
"Sambhram College,M.S.PALYA,BESIDE SRI DURGA SWEETS",13.0882011244,77.546780718,0.45
"MS Palya,MOHAMMAD SAB PALYA,BESIDE STATE BANK ATM",13.0814613495,77.5483414438,0.45
"Jalahalli East,JALAHALLI EAST,BESIDE OPEN AREA",13.0676762201,77.5446710084,0.45
"Gangamma Circle,JALAHALLI EAST,BESIDE NEW BAKERY CENTER",13.0580927711,77.5462521706,0.45
"HMT House,JALAHALLI,BESIDE OPEN AREA",13.0547337743,77.5491777363,0.45
"BEL Market,JALAHALLI,BESIDE OPEN AREA",13.0520985806,77.5518767965,0.45
"State Bank BEL Circle,BHARAT ELECTRONICS LIMITED,IN FRONT OF BHARAT ELECTRONICS LIMITED PARK",13.0493093748,77.5540997274,0.45
"BEL Circle,BHARAT ELECTRONICS LIMITED,IN FRONT OF BHARAT ELECTRONICS LIMITED COMPOUND",13.04553,77.55652,0.45
"Gokula,MATHIKERE,OPPOSITE OF VENKATESHWARA SWAMY TEMPLE",13.0412790301,77.5572837379,0.45
"Mathikere,MATHIKERE,BESIDE DR.SHYAMPRASAD MUKHERJEE FLYOVER ARCH",13.0357420401,77.557677903,0.45
"Ramaiah College Mathikere,MATHIKERE,IN FRONT OF GANESHA DARSHINI HOTEL",13.0288246387,77.5616008275,0.45
"Divanara palya,DIVANRA PALYA, MATHIKERE,OPPOSITE OF SHANIMAHATHMA TEMPLE",13.026176388,77.5619537017,0.45
"Yeshwanthpura Tollgate,YESHAWANTHAPURA,OPPOSITE OF KENDRIYA VIDYALAYA",13.018478,77.561234,0.45
"Mylappanahalli,MADAPPANAHALLI,BESIDE OPEN AREA",13.1485644355,77.5518633518,0.45
"Mavallipura,MAVALLIPURA,BESIDE SOCIETY",13.1277285907,77.5286928878,0.45
"Kakolu,KAKOLU GATE,BESIDE OPEN AREA",13.183956218,77.5187081476,0.45
"Seetha Kempanahalli,SEETHA KEMPANAHALLI,BESIDE ANJANEYA TEMPLE",13.1713534053,77.5186568499,0.45
"Linganahalli,BESIDE OPEN AREA",13.1580877957,77.5239293854,0.45
"Hesaraghatta Village,HASARAGHATTA,BESIDE OPEN AREA",13.1373792887,77.4803843256,0.45
"Madhugirihalli,MADHUGIRI HALLI,BESIDE SRI DHARMUNI SWAMY TEMPLE",13.1278912257,77.5071780011,0.45
"Shivakote,SHIVAKOTE,BESIDE BASAVESHWARA PROVISION STORES",13.1333959334,77.5148176567,0.45
"Guni Agrahara,GUNI AGRAHARA,BESIDE ANJANEJYA TEMPLE",13.0983058736,77.5251964945,0.45
"Layout Guniagrahara,GUNI AGRAHARA LAYOUT,BESIDE WATER TANK",13.0932886348,77.5286591724,0.45
"Lakshmipura Cross,LAKSHMIPURA,BESIDE WATER TANK",13.09214834,77.533851818,0.45
"Muttugadahalli Linganahalli,IN FRONT OF PUJAMMA TEMPLE",13.1412508897,77.5263768341,0.45
"Madappanahalli,MADAPPANAHALLI,OPPOSITE OF GOVT. MILK DAIRY",13.1540434019,77.5401671774,0.45
"Madappanahalli Cross,MADAPPANAHALLI,BESIDE OPEN AREA",13.1486117095,77.551904507,0.45
"Mylappanahalli Cross,MYLAPPANA HALLI,BESIDE GOVT. PRIMARY SCHOOL",13.136658,77.534949,0.45
"Kondashettihalli Byalakere,KONDU SHETTYHALLI,BESIDE  ANJANEYA TEMPLE",13.1265314098,77.5141913919,0.45
"Raghavendra Dhama,RAGHAVENDRA DHAMA,BESIDE RAGHAVENDRA DHAMA TEMPLE",13.1147274888,77.5148985247,0.45
"Kanshiram Nagara,KANSHIRAM NAGARA CROSS,BESIDE A.S.B.MOTORS",13.0905815737,77.5388573955,0.45
"Rainbow Layout,RAINBOW LAYOUT,BESIDE RESIDENTIAL AREA",13.0991662757,77.5388099505,0.45
"MS Palya,MUNESHWARA LAYOUT,BESIDE OPEN AREA",13.0957890551,77.5413668836,0.45
"Lakshmipura MS Palya,LAKSHMIPURA,BESIDE ANGANAWADI KENDRA",13.0861982144,77.5288300496,0.45
"Lourdhubhai Kalyana mantapa,PREMA NAGARA,IN FRONT OF KANVA WINES",12.9975024238,77.5232390687,0.45
"Yelahanka Satelite Town",13.09609783,77.5788053,0.45
"Dairy Circle Yalahanka New Town,YELAHANKA NEW TOWN,BESIDE DAZZLE SUPER MARKET",13.0991741549,77.5767331291,0.45
"Atturu Layout Yelahanka Road,ATTUR LAYOUT,BESIDE OPEN AREA",13.0978289433,77.5679211505,0.45
"Thirumala Daba,ATTUR LAYOUT,BESIDE OPEN AREA",13.0975789517,77.563017068,0.45
"Betta Halli Layout,DODDA BETTAHALLI LAYOUT,BESIDE AKSHAYA HAIR STYLE",13.0924006552,77.5594554283,0.45
"Chikkabettahalli,CHIKKA BETTAHALLI,BESIDE SRI KRISHNA IYENGARS BAKERY & SWEETS",13.0893975299,77.5563047015,0.45
"Jelly Machine Yalahanka,CHOWDESHWARI NAGARA,BESIDE OPEN AREA",13.0858757626,77.5553567614,0.45
"MS Palya,MOHAMMAD SAB PALYA,BESIDE ARYA BAKERY & SWEETS",13.0816772316,77.5481873232,0.45
"Vinayaka Nagara,VINAYAKA NAGARA,BESIDE GOLDEN CHICKEN CENTER",13.0828349758,77.5446832459,0.45
"Singapura,SINGAPURA VILLAGE,BESIDE OPEN AREA",13.0796185043,77.5383932143,0.45
"Singapura Layout,SINGAPURA LAYOUT,BESIDE SHREE LAKSHMI STEEL CENTER",13.0770180214,77.5385638108,0.45
"Kuvempu Nagara 2nd Stage,KUVEMPU NAGARA 2ND STAGE,BESIDE SUGUNA CHICKEN CENTER",13.0730482849,77.5414072173,0.45
"Kuvempu Nagara 1st Stage,KUVEMPU NAGARA 1ST STAGE,BESIDE OPEN AREA",13.0696749515,77.5414631926,0.45
"Ramachandrpura,RAMACHANDRAPURA,BESIDE RANJITHA MEDICALS",13.0618535634,77.5511598587,0.45
"Manjunatha tent,RAMACHANDRAPURA,BESIDE SHREYAS ENTERPRISES",13.057653989,77.5514351534,0.45
"Vidyaranyapura,VIDYARANYAPURA,BESIDE B.M.T.C. BUS STAND",13.0837510855,77.5603167485,0.45
"Echal Mara Vidyaranyapura,VIDYARANYAPURA,BESIDE MAYUR FOOTWEAR",13.0798273983,77.5593179498,0.45
"Vidyaranyapura Post Office,VIDYARANYAPURA,BESIDE POST OFFICE",13.0762213189,77.5582854822,0.45
"Canara Bank Vidyaranyapura,VIDYARANYAPURA,BESIDE CANARA BANK",13.0721580237,77.5563915912,0.45
"Vidhyaranyapura 1st Block,VIDYARANYAPURA,BESIDE BANK OF INDIA",13.0700895972,77.5553909618,0.45
"Blue field Garden",13.06549,77.55272,0.45
"Jalahalli Village",13.0453,77.54787,0.45
"Vishweshwaraiah Enclave,ABBIGERE,BESIDE RESIDENTIAL AREA",13.0669609923,77.532134112,0.45
"Jalahalli East Area 7th camp",13.07346,77.54665,0.45
"Veerasagara,VEERASAGARA,BESIDE JAI MARUTHI PROVISION STORE",13.1053921022,77.55435328,0.45
"Doddabettahalli,DODDA BETTAHALLI,BESIDE MARAMMA TEMPLE",13.0941621548,77.5546189861,0.45
"Somashettihalli,SOMASHETTIHALLI,BESIDE LIBRARY",13.0874142579,77.5211031908,0.45
"SOMASHETTIHALLI GATE,SOMASHETTIHALLI  GATE,BESIDE OPEN AREA",13.09289684,77.5236613673,0.45
"Muthyalaya Nagar,MUTHYALA NAGARA, NEAR MATHIKERE,BESIDE MUTHYALAMMA TEMPLE",13.041352937,77.5487918034,0.45
"Muthyalaya Nagar Cross,MATHIKERE, CHOUDESHWARI BUS STOP,OPPOSITE OF FRIENDS DRIVING SCHOOL",13.0383810697,77.5535206975,0.45
"Raghavendra Colony",13.06457,77.52735,0.45
"Shiluvepura,SILAVE MAIN ROAD,BESIDE A-ONE BUSINESS CORNER",13.114306329,77.5010113596,0.45
"Medarahalli Railway Cross,SHETTIHALLI,BESIDE AMBEDKAR BHAVAN",13.0669090245,77.5158848707,0.45
"Shettty Halli,SHETTIHALLI,BESIDE SRI SUMUKA BAKERY",13.0648695201,77.5173457342,0.45
"AIR FORCE QUARTERS,JALAHALLI,BESIDE QUARTERS",13.0581079654,77.5218753798,0.45
"Sharada Nagara",13.04581,77.5412,0.45
"HMT Auditorium,H.M.T.,NEAR H.M.T.AUDITORIUM",13.0493463841,77.5447449818,0.45
"Jalahalli Police Station,BHARAT ELECTRONICS LIMITED,OPPOSITE OF JALAHALLI POLICE STAION",13.0489268688,77.5498851825,0.45
"ISRO Quarters",13.04503,77.53498,0.45
"HMT Watch Factory,H.M.T.,OPPOSITE OF H.M.T.WATCH FACTORY",13.0488781258,77.5357087422,0.45
"HMT Shopping Complex",13.04973,77.53734,0.45
"HMT Post Office,H.M.T.,OPPOSITE OF WATER TANK",13.0507095965,77.5415766781,0.45
"Lotte Gollahalli,LOTTEGOLLAHALLI,BESIDE SRI GANESHA UPAHARA",13.0494177528,77.5676178932,0.45
"Devi Nagara Cross",13.04454,77.56385,0.45
"Yelahanka,YELAHANKA,BESIDE WATER TANK",13.1007602808,77.5945984073,0.45
"Kogilu Cross Kannur,YELAHANKA,BESIDE OPEN AREA",13.1036340346,77.6009774747,0.45
"Maruthi Nagara Kannur Road,YELAHANKA,BESIDE SRINIVASA MEDICALS",13.1044537881,77.6052303562,0.45
"Spathagiri Layout,BESIDE OPEN AREA",13.1046095705,77.6103402337,0.45
"Kogilu ",13.1035948393,77.6161309369,0.45
"Srinivasapura Cross,KOGILU,BESIDE OXFORD ENGLISH SCHOOL",13.1035180661,77.6233188597,0.45
"Ittige Factory,BELAHALLI,BESIDE OPEN AREA",13.102605808,77.6287118128,0.45
"Bellahalli Cross,BELAHALLI,BESIDE OPEN AREA",13.101439,77.635978,0.45
"Bella Halli,BELAHALLI,BESIDE PUNCTURE SHOP",13.099267733,77.6421212448,0.45
"Kannuru,KANNUR,BESIDE RAGHAVENDRA HOTEL",13.0932101211,77.654148202,0.45
"Chikkagubbi Cross,BYRATHI BANDE,OPEN AREA",13.0779104474,77.6536081476,0.45
"Mylanahalli Chikka jala,OPPOSITE OF GOVERNMENT SCHOOL",13.1856007129,77.6971048024,0.45
"Chikkanahalli,OPPOSITE OF BYRAVESHWARA TEMPLE",13.1838308672,77.6889089691,0.45
"Beguru ,IN FRONT OF LAKSHMI NARASIMHA TEMPLE",13.1835298607,77.6811222491,0.45
"Muttugada Halli Chikka jala,MUTHUGADAHALLI,IN FRONT OF RESIDENTIAL AREA",13.1823558633,77.6730596467,0.45
"Shettigere Chikkajala,SHETTIGERE,OPPOSITE OF NARAYANAPPA TRADERS",13.1790370572,77.6667110754,0.45
"Dodda Jala ,DODDA JALA,IN FRONT OF BIG WATER TANK",13.1776430619,77.650900131,0.45
"Minakunte Hosuru,DODDA JALA,OPPOSITE OF RAILWAY TRACK",13.1805774159,77.6421091605,0.45
"Chikkajala,IN FRONT OF GOVERNMENT SCHOOL",13.1726000725,77.6335476126,0.45
"Kadiganahalli Cross,IN FRONT OF RELIABLE REALTY",13.1680124714,77.6314347549,0.45
"Vidya Nagara Cross,IN FRONT OF SHIVALINGESWARA BAKERY",13.16111,77.62679,0.45
"Bettahalasuru cross,IN FRONT OF INDIAN OIL PETROL BUNK",13.1564611973,77.623411904,0.45
"VIT Cross Devanahalli Road,OPPOSITE OF EMMVEE",13.1515139434,77.6202731766,0.45
"Hunasamarenahalli,IN FRONT OF LIFE LINE PHARMA",13.1437613872,77.6176463086,0.45
"Bharathi Nagara,IN FRONT OF AMM CAR AUTO ACCESSORIES",13.1374209502,77.6176571221,0.45
"IAF,OPPOSITE OF I.A.F.GATE",13.1312625635,77.6154152236,0.45
"Bagaluru Cross,IN FRONT OF COCONUT TREE FARM",13.1212776527,77.6108380035,0.45
"Palanahalli Gate,OPPOSITE OF ANJANEYA TEMPLE",13.1168614209,77.6083756889,0.45
"Venkatala,YELAHANKA,IN FRONT OF MARUTI SUZIKI BIMAL AUTO AGENCY",13.110825004,77.6047516458,0.45
"Kendriya Vihara Yelahanka",13.1032758392,77.5999801699,0.45
"YELAHANKA",13.09844,77.59691,0.45
"Bettahalasuru,BETTA ULSOOR,OPPOSITE OF AYYAPPA TEMPLE",13.1615344677,77.6109232031,0.45
"Sonnappanahalli,BETTA ULSOOR,OPPOSITE OF ANJANEYA TEMPLE",13.1564733027,77.615654634,0.45
"Sonnappanahalli,BETTA ULSOOR,OPPOSITE OF GOVERNMENT SCHOOL",13.156241123,77.6179817534,0.45
"Bettahalasuru cross,BETTA ULSOOR,IN FRONT OF WATER TANK",13.1568345182,77.6228358598,0.45
"Sugatta,BESIDE ALADAMARA",13.1446105242,77.603445584,0.45
"Vishweshwaraiah College,BESIDE V.I.T.COLLEGE",13.1500477809,77.6089980081,0.45
"VIT Cross Devanahalli Road,BESIDE OPEN AREA",13.1518010268,77.6117640771,0.45
"Kuduregere",13.19257,77.60021,0.45
"Kuduragere Betta Halasuru,KUDUREGE,IN FRONT OF GOVERNMENT SCHOOL",13.1858455138,77.6105204158,0.45
"Bettahalasuru,BETTA ULSOOR,IN FRONT OF AYYAPPA TEMPLE",13.1614264958,77.6109997979,0.45
"Thara Hunise,THARAHUNISE,IN FRONT OF ANJANEYA TEMPLE",13.1786007951,77.5880722505,0.45
"Government School Tharahunise",13.176943,77.590218,0.45
"Embassy Group",13.173844,77.595456,0.45
"Ramagere School Tharahunase,IN FRONT OF HANUMAN HOTEL",13.1715188565,77.5989228946,0.45
"Narayanapura,BESIDE RESIDENTIAL AREA",13.1626480445,77.6015843824,0.45
"Kakolu,KAKOLU GATE,BESIDE PETTY SHOP",13.1840455496,77.5185614611,0.45
"Seetakepanahalli Gate,SEETHAKEMPANAHALLI GATE,BESIDE ANJANEYA SWAMY TEMPLE",13.1736427683,77.5255630155,0.45
"Dibbur Cross,DIBBUR GATE,BESIDE PETTY SHOP",13.1726690895,77.5302915872,0.45
"Ittagalapura,ITKALPURA,BESIDE RESIDENTIAL AREA",13.1706334861,77.542562598,0.45
"Gowdahalli",13.22734,77.51986,0.45
"Haniyur,HANIYURU,BESIDE GOVT.PRIMARY SCHOOL",13.2132039426,77.5147571521,0.45
"Byrapura,BYRAPURA,BESIDE OPEN AREA",13.2018050581,77.5228844367,0.45
"Arakere,AREKERE,BESIDE RESIDENTIAL AREA",13.2002217634,77.5380512523,0.45
"Arakere Gate Byrapura,AREKERE COLONY,BESIDE OPEN AREA",13.1847911887,77.544209417,0.45
"Vishwanathapura Byrapura,ADDE VISHWANATHAPURA,BESIDE GOVT.PRIMARY SCHOOL",13.186797481,77.5509890355,0.45
"Rajanukunte,RAJANAKUNTE,BESIDE NAKSHA PROVISION STORE",13.1729320232,77.5640366883,0.45
"Honnenahalli,OPPOSITE OF MILK DAIRY",13.1598259415,77.5666067842,0.45
"Singanayakanahalli,OPPOSITE OF VINAYAKA TEMPLE",13.1478430788,77.5697847641,0.45
"Avalahalli Doddaballapura Road,IN FRONT OF INDIAN OIL PETROL BANK",13.1351739081,77.5692125045,0.45
"Nagenahalli Gate,IN FRONT OF HUNASEMARA",13.1299550227,77.5715108285,0.45
"CRPF,BESIDE C.R.P.F.",13.1234172173,77.5753307529,0.45
"Anantapura Gate,YELAHANKA,IN FRONT OF D.G.PLANT STAFF COLONY",13.1149563566,77.5789960753,0.45
"Puttenahalli Yelhanka,YELAHANKA,IN FRONT OF BYRAVESWARA TEMPLE",13.1097608177,77.5803635005,0.45
"Wheel And Axle Plant,YELAHANKA,IN FRONT OF RAILWAY HOSPITAL",13.106118677,77.5822621687,0.45
"Escorts Yalahanka Road,YELAHANKA,BESIDE FEDERAL MOGUL GOETZE INDIA",13.1027817597,77.5856949007,0.45
"Budamanahalli,BUDAMANA HALLI,BESIDE GOVT.PRIMARY SCHOOL",13.190767643,77.5284212813,0.45
"Chokkanahalli Cross,AREKERE SITE,BESIDE OPEN AREA",13.185752296,77.5402459361,0.45
"Chokkanahalli Dibbur,CHOKKENAHALLI,BESIDE BASAVANNA TEMPLE",13.1830780129,77.5388001619,0.45
"Shanabhoganahalli Dibbur,SHANBOGANAHALLI,BESIDE RESIDENTIAL AREA",13.179071869,77.5313019667,0.45
"Dibbur Cross,DIBBUR GATE,BESIDE OPEN AREA",13.1727821653,77.5301843619,0.45
"Aradeshanahalli,IN FRONT OF MALIGESWARA AGENCY",13.2225291986,77.5651903862,0.45
"Aradeshanahalli Gate,OPPOSITE OF ANJANEYA TEMPLE",13.2164219912,77.55259156,0.45
"Suradenapura Yelahanka Road,OPPOSITE OF G.K. BAKERY & SWEETS",13.204480518,77.5590428614,0.45
"Sriramanahalli Cross,OPPOSITE OF MAHALAKSHMI TEMPLE",13.1948810008,77.5630069705,0.45
"Rajanukunte,IN FRONT OF GOVT.HOSPITAL",13.1714682301,77.5644470295,0.45
"Tindlu",13.2343435611,77.5940584351,0.45
"Thindlu Cross,THINDLU,IN FRONT OF ALADAMARA",13.2284579534,77.5999128914,0.45
"Jalige,IN FRONT OF GOVT. GENERAL STORE",13.2260528475,77.5841193421,0.45
"Basavanapura Jalige,IN FRONT OF GOVT. MILK DAIRY",13.2255722093,77.5766309156,0.45
"Dyavarahalli,OPPOSITE OF ALADAMARA",13.2399988181,77.599157065,0.45
"KNarayanapura,K.NARAYANAPURA,BESIDE KAVERI BAKERY & SWEETS",13.0663575791,77.6406315621,0.45
"K NarayanaPura Cross",13.06756,77.63391,0.45
"SBI Bank",13.06818,77.62899,0.45
"Jn of Srirampura Road,NARAYANPURA,IN FRONT OF RAILWAY GATE",13.0718310457,77.6189050823,0.45
"Railway Gate",13.0709675969,77.6186070909,0.45
"Telecom Layout,TELECOM LAYOUT,BESIDE PARK",13.0678971974,77.6167141608,0.45
"Jawaharlal Nehru Research Centre",13.06796,77.61068,0.45
"Sriramapura Cross,SRIRAMPURA,IN FRONT OF M.G.M.INSTITUTE OF RURAL INDUSTRIAL DEVELOPMENT",13.0666078106,77.6096020912,0.45
"Hebbala",13.04117,77.59005,0.45
"Konanakunte New Bank colony Kanakapura Road,KONANAKUNTE,OPPOSITE OF BHUVANESHWARI TRADERS",12.8831292979,77.5696088014,0.45
"Sowdamini Kalyana Mantapa,BANK COLONY,IN FRONT OF SOWDAMINI KALYANA MANTAPA",12.8826229343,77.5660161797,0.45
"Kanankunte,KONANAKUNTE,OPPOSITE OF AKSHAYA TRADERS",12.8857774381,77.5666580815,0.45
"Yelahanka,YELAHANKA,BESIDE RAJU MEDICALS",13.0995680206,77.5975210872,0.45
"Kogilu Cross Devanahalli Main Road,YELAHANKA,BESIDE OPEN AREA",13.1038495159,77.6001120255,0.45
"Venkatala,VENKATALA,BESIDE OPEN AREA",13.1114708027,77.604627222,0.45
"Palanahalli Gate,YELAHANKA,IN FRONT OF ANJANEYA TEMPLE",13.1171740558,77.6080575492,0.45
"Bagaluru Cross,BESIDE OPEN AREA",13.1218776142,77.6114561944,0.45
"Dwaraka Nagara,DWARAKANAGARA,BESIDE LAKSHMI WINES",13.1213557896,77.6180979354,0.45
"Kattigenahalli,KOTTIGENAHALLI,BESIDE RAGHAVENDRA DARSHINI",13.1219087805,77.6257509537,0.45
"Reva College,KOTTIGENAHALLI,BESIDE OPEN AREA",13.1222737433,77.6302885164,0.45
"Delhi Public School,BALAJI NAGARA,BESIDE PITTY SHOP",13.123598078,77.6394693354,0.45
"Shrinivasapura Cross,SRINIVASAPURA,BESIDE OPEN AREA",13.1261258737,77.6451571826,0.45
"Sathanur Colony,SATHANURU,BESIDE TEMPLE",13.1279487325,77.6465052323,0.45
"Sathanuru,SATHANURU,BESIDE TEMPLE",13.1319567841,77.6474654954,0.45
"Bagaluru,BAGALURU,BESIDE ASHWATHA KATTE",13.1342663734,77.6689714785,0.45
"Yelahanka,YELAHANKA,OPPOSITE OF H.D.F.C.BANK",13.0996787312,77.597595489,0.45
"MVJ Medical Hospital",13.0786586087,77.811449049,0.45
"Hosakote Bus Stand",13.0772444114,77.7996355934,0.45
"Channabyregowda Circle",13.07167,77.78661,0.45
"Hosakote High School",13.0699504065,77.7834843274,0.45
"Hosakote Kodi",13.0562135949,77.7677196823,0.45
"Boodigere Cross",13.0450750279,77.7492146895,0.45
"Avalahalli ,AVALAHALLI,IN FRONT OF GEETHA HOSPITAL",13.0358804552,77.7352636106,0.45
"Hirandhalli,HIRANDAHALLI,OPPOSITE OF SOCIETY",13.0457626686,77.722533095,0.45
"Bidrahalli,BIDRAHALLI,IN FRONT OF MILK DAIRY",13.0601787565,77.7161336515,0.45
"Gundur,GUNDURU,IN FRONT OF KRISHNA ANJANEYA TEMPLE",13.0866935749,77.7149445776,0.45
"Marasandra Circle,MARASANDRA,IN FRONT OF ANJANEYA TEMPLE",13.099645637,77.7151882555,0.45
"Chokkanahalli,CHOKKANAHALLI,OPPOSITE OF RAMA TEMPLE",13.1132165186,77.6879933481,0.45
"Marenahalli,MARENAHALLI,IN FRONT OF GOVERNMENT SCHOOL",13.1197158248,77.6786315818,0.45
"Beguru,BEGURU,BESIDE POULTRY FARM",13.1836383904,77.6811323885,0.45
"Chikkanahalli,IN FRONT OF BYRAVESHWARA TEMPLE",13.1839579689,77.6890003336,0.45
"Mylanahalli",13.184036,77.696002,0.45
"Bande Kodigehalli,BANDE KODIGEHALLI,BESIDE OPEN AREA",13.1723742373,77.6909051277,0.45
"Byala Halli,BESIDE OPEN AREA",13.17005991,77.6900985371,0.45
"Basavana Gudi,BESIDE BASAVANNA TEMPLE",13.1610771921,77.6847210433,0.45
"Hoovinayakanahalli Gate,BESIDE OPEN AREA",13.1558873691,77.6811083592,0.45
"Colony Bagaluru,BAGALURU,BESIDE OPEN AREA",13.1418290734,77.671432877,0.45
"Shampura,SHAMPURA,OPPOSITE OF AMBEDKAR COLLEGE",13.0265674474,77.6146601355,0.45
"Ambedkar Medical College Shampura,TANY ROAD,IN FRONT OF AMBEDKAR MEDICAL COLLEGE",13.023287,77.612542,0.45
"Kadugondanahalli",13.0206054643,77.6190547093,0.45
"Venkateshapura,VENKATESHPURAM,IN FRONT OF BHARATH SWEETS",13.0159686785,77.6178199612,0.45
"P&T Kadugondanahalli Police Station",13.0133680697,77.616751326,0.45
"Muslim Colony",13.010789243,77.6153852433,0.45
"Periyar Nagara Circle",13.0087520242,77.613600881,0.45
"HBR Layout Ist Stage,H.B.R.LAYOUT 1ST STAGE,BESIDE SAM KIDS",13.0212376969,77.6246039863,0.45
"Venkateshwara Nagara,VENKATESHWARA NAGARA,IN FRONT OF COMMON TREADS GARMENTS",13.0748425807,77.6190242151,0.45
"Ittige Factory",13.102575897,77.6288320479,0.45
"Bellahalli Cross,BELLAHALLI,BESIDE OPEN AREA",13.1013490073,77.6350926328,0.45
"KNS College,K.N.S.,IN FRONT OF K.N.S.INSTITUTE OF TECHNOLOGY",13.088850019,77.6355343017,0.45
"Chokkanahalli",13.0847852055,77.6348713581,0.45
"Noor Nagara",13.0799402704,77.6341098522,0.45
"Koli Farm Hegade Nagara Road",13.0762235257,77.6337796897,0.45
"Bande Kodigehalli,BANDE KODIGEHALLI,BESIDE MILK DAIRY",13.1723894086,77.69082902,0.45
"DASARAHALLI,DASARAHALLI,BESIDE ANNAPORNA TEMPLE",13.056387311,77.6116118508,0.45
"Mariyappana Palya,DASARAHALLI,OPPOSITE OF JYOTHI BAKERY",13.0490524401,77.6119730272,0.45
"Veeranna Palya,VEERANNAPALYA,OPPOSITE OF RING ROAD BRIDGE",13.0423864257,77.6136154309,0.45
"Manyatha Tech Park,NAGAVARA,IN FRONT OF IBM MANYATA EMBASSY BUSINESS PARK",13.0412188739,77.6207743704,0.45
"Nagavara,NAGAVARA,IN FRONT OF ANAGHA BAKERY",13.0381433073,77.6234895089,0.45
"Glass Factory,UMAR NAGARA,IN FRONT OF AL-PLAZA FUNCTION HALL",13.0348429643,77.6229631808,0.45
"Govindapura Cross",13.0323106237,77.6219581068,0.45
"Arabic college,ARABIC COLLEGE,IN FRONT OF ARABIC COLLEGE",13.0303936441,77.6211266024,0.45
"Railway Gate Kodugonahalli Police Station,K.G.HALLI,IN FRONT OF KOHINOOR JEWELLERS",13.025200339,77.6197641436,0.45
"Kadugondanahalli,K.G.HALLI,OPPOSITE OF POOJA TEXTILES",13.020535244,77.6190415793,0.45
"Venkateshapura",13.015968957,77.617837075,0.45
"Agrahara Layout,AGRAHARA,IN FRONT OF GOVERNMENT SCHOOL",13.0983938671,77.6272983859,0.45
"Agrahara Yalahanka,AGRAHARA,IN FRONT OF VENUGOPALA SWAMI TEMPLE",13.091056083,77.6194645839,0.45
"Govinda Pura,GOVINDAPURA,OPPOSITE OF SALEEM REAL ESTATE",13.0340504553,77.6151936594,0.45
"Mailanahalli Bagalur,MYLANAHALLI,BESIDE GOVT SCHOOL",13.18563674,77.6971337603,0.45
"Horamavu Agara,HORAMAVU AGARA,BESIDE TEMPLE",13.036618542,77.6548635047,0.45
"Marenahalli Bande,MARENAHALLI,IN FRONT OF MILK DAIRY",13.1198430061,77.6800659858,0.45
"Doddaballapura,DODDABALLAPURA,BESIDE SHANTHOSH LODGE",13.2932388665,77.5423555417,0.45
"Bashatta Halli,IN FRONT OF GOVT.SCHOOL",13.2618796259,77.552624971,0.45
"Aradeshanahalli Cross,BESIDE GREEN HOUSE DHABA",13.2166138388,77.5527151773,0.45
"Basavanapura ,OPPOSITE OF GOVT. MILK DAIRY",13.2256517438,77.5767781557,0.45
"Thindlu Cross,THINDLU,BESIDE OPEN AREA",13.228551,77.599826,0.45
"Hegganahalli,HEGGANAHALLI,IN FRONT OF GOVT. SCHOOL",13.2183055368,77.6101204835,0.45
"Nirvana Layout,SADAHALLI,IN FRONT OF GOVT. MIDDLE SCHOOL",13.2120963408,77.6465835166,0.45
"Kempathimmanahalli,OPPOSITE OF MUTARAYA SWAMI TEMPLE",13.2234293044,77.6546374245,0.45
"Kannamangala Palya,KANNAMANGALA PALYA,OPPOSITE OF ANJANEYA TEMPLE",13.2216891646,77.6700392179,0.45
"Buvana Halli Gate,DEVANAHALLI,OPPOSITE OF RED EARTH REAL ESTATE",13.2214906082,77.6822786295,0.45
"Devanahalli,DEVANAHALLI,IN FRONT OF ARCH",13.248735169,77.7155221075,0.45
"Kempalingana pura,OPEN AREA",13.2306330786,77.6645062401,0.45
"T Hosalli,KANNAMANGALA PALYA,OPEN AREA",13.229414629,77.670470142,0.45
"Devanahalli,DEVANAHALLI,IN FRONT OF VIJAYASHREE HOTEL",13.2483727829,77.7156338231,0.45
"Jn of NH-7,DEVANAHALLI,OPPOSITE OF TALUKU OFFICE",13.2433161976,77.7079778533,0.45
"Chikka Sanne,DEVANAHALLI,IN FRONT OF ANJANEYA TEMPLE",13.2302428829,77.6911647648,0.45
"Daba Gate,DEVANAHALLI,IN FRONT OF SHIRADI SAI BABA BAKERY",13.2262601517,77.6872698124,0.45
"Palya Gate",13.221148,77.682367,0.45
"Bachahalli Gate,DEVANAHALLI,BESIDE OPEN AREA",13.2120813095,77.6733771617,0.45
"Kannamangala Gate Yalahanka Road,DEVANAHALLI,BESIDE OPEN AREA",13.2066492928,77.668259477,0.45
